vehiculo_specs_key,ejes,llantas,largo_m,ancho_m,alto_m
3765,3,10,8.7,2.48,3.1
3766,2,6,6.42,2.44,3.08
3767,3,10,10.36,2.56,3.65
3768,3,10,10.5,2.6,3.4
3769,2,6,6.96,2.54,2.8
3770,2,,8.8,2.5,3.0
3771,2,,7.9,2.48,3.0
3772,2,6,9.34,2.6,3.84
3773,2,6,8.0,2.6,3.4
3774,2,6,9.05,2.6,3.6
3775,2,6,7.8,2.52,3.0
3776,2,,8.77,2.49,2.95
3777,2,,9.2,2.6,3.45
3778,2,,8.9,2.6,3.88
3779,2,,7.82,2.52,2.97
3780,3,10,11.45,2.6,4.2
3781,2,6,9.9,2.6,3.8
3782,3,10,10.4,2.6,3.73
3783,3,10,8.32,2.35,3.52
3784,3,10,8.25,2.6,3.6
3785,3,10,9.95,2.6,3.8
3786,2,6,9.3,2.6,3.4
3787,2,6,8.38,2.6,3.4
3788,2,6,9.31,2.6,3.5
3789,2,,7.9,2.48,3.25
3790,2,,8.8,2.48,3.15
3791,2,6,7.8,2.48,3.35
3792,2,6,10.17,2.6,2.75
3793,2,6,6.8,2.6,3.2
3794,2,6,9.3,2.6,2.84
3795,3,10,11.0,2.6,3.85
3796,2,,8.96,2.5,3.0
3797,2,6,10.15,2.6,3.65
3798,2,6,9.8,2.5,2.8
3799,3,10,10.54,2.6,3.9
3800,2,6,8.78,2.58,3.5
3801,3,10,11.2,2.56,3.7
3802,2,6,9.22,2.6,3.55
3803,2,6,8.99,2.55,3.3
3804,2,,9.05,2.5,2.95
3805,2,6,6.77,2.55,2.88
3806,4,12,11.2,2.6,3.55
3807,4,12,11.35,2.6,3.7
3808,4,14,12.0,2.6,4.2
3809,2,6,6.42,2.5,3.07
3810,2,6,7.07,2.55,3.0
3811,2,6,9.0,2.55,3.0
3812,2,,8.76,2.48,2.74
3813,2,6,9.297,2.45,3.5
3814,2,6,6.76,2.43,3.06
3815,2,6,9.054,2.45,3.5
3816,3,10,11.2,2.6,4.06
3817,2,6,7.4,2.6,3.35
3818,2,6,9.0,2.6,2.79
3819,2,,8.77,2.49,2.75
3820,2,6,6.425,2.5,3.07
3821,2,6,8.8,2.5,3.05
3822,2,6,8.76,2.55,3.65
3823,3,10,11.0,2.6,2.98
3824,2,,8.4,2.5,3.2
3825,2,6,8.93,2.6,3.4
3826,2,,8.8,2.6,3.5
3827,2,6,9.5,2.5,3.7
3828,2,6,8.27,2.57,3.38
3829,2,6,8.32,2.55,3.65
3830,2,,9.575,2.486,3.593
3831,2,,9.525,2.486,3.538
3832,2,6,8.77,2.486,2.9
3833,2,6,8.8,2.4,3.09
3834,2,,8.77,2.52,2.95
3835,2,6,8.325,2.6,3.86
3836,2,6,8.77,2.49,2.9
3837,2,,7.82,2.6,3.51
3838,2,,7.934,2.5,3.4
3839,2,6,9.37,2.6,4.08
3840,2,6,8.0,2.5,3.0
3841,2,6,8.9,2.4,3.6
3842,3,10,7.74,2.6,3.34
3843,4,12,8.7,2.5,3.5
3844,3,10,7.7,2.55,3.32
3845,4,12,10.5,2.6,3.85
3846,2,6,8.89,2.6,3.15
3847,2,6,7.32,2.5,3.21
3848,3,10,7.4,2.6,3.45
3849,3,10,7.81,2.48,3.72
3850,2,6,10.15,2.6,3.5
3851,2,6,9.2,2.41,3.7
3852,3,10,7.93,2.6,2.13
3853,3,10,7.64,2.5,3.38
3854,4,12,12.35,2.6,3.73
3855,3,10,7.51,2.5,3.18
3856,2,6,7.46,2.465,3.47
3857,4,12,8.7,2.6,3.65
3858,2,6,8.8,2.45,3.75
3859,2,6,9.5,2.55,3.35
3860,3,10,7.06,2.48,3.31
3861,4,12,8.7,2.5,3.34
3862,3,10,11.83,2.6,4.0
3863,2,6,8.73,2.2,2.15
3864,2,6,9.85,2.6,3.7
3865,4,12,8.561,2.438,3.455
3866,2,6,8.95,2.6,3.6
3867,3,10,7.64,2.5,3.34
3868,2,6,6.8,2.6,4.1
3869,2,6,8.3,2.44,3.35
3870,2,6,9.225,2.5,3.38
3871,2,6,9.23,2.6,3.55
3872,2,6,9.55,2.6,3.75
3873,2,6,10.1,2.6,4.0
3874,2,6,9.43,2.6,3.039
3875,3,10,7.77,2.56,2.96
3876,2,6,9.46,2.6,3.7
3877,3,10,11.8,2.6,3.15
3878,3,10,8.28,2.6,3.88
3879,2,6,9.2,2.5,2.75
3880,2,6,9.1,2.6,3.75
3881,3,10,11.3,2.6,3.0
3882,3,10,9.2,2.5,3.9
3883,2,6,6.9,2.6,4.1
3884,2,6,8.95,2.55,3.85
3885,2,6,8.6,2.5,3.6
3886,2,6,8.76,2.6,4.08
3887,2,,8.765,2.5,3.2
3888,3,10,11.62,2.6,4.0
3889,3,10,7.68,2.6,3.33
3890,3,10,10.5,2.6,4.0
3891,2,6,8.7,2.6,3.87
3892,2,6,9.6,2.5,3.5
3893,3,10,7.0,2.46,3.0
3894,2,6,8.25,2.6,3.7
3895,2,6,10.898,2.6,3.747
3896,3,10,7.65,2.6,3.85
3897,3,10,7.41,2.48,3.82
3898,2,6,9.6,2.6,3.1
3899,2,6,8.8,2.6,3.6
3900,2,6,12.7,2.6,4.0
3901,3,10,9.38,2.56,3.82
3902,2,6,8.73,2.6,3.5
3903,2,6,8.73,2.406,2.9
3904,2,6,10.096,2.6,4.1
3905,2,,8.73,2.406,2.759
3906,2,6,8.86,2.6,3.6
3907,2,6,9.3,2.6,4.1
3908,3,,9.46,2.55,3.7
3909,3,10,7.93,2.6,3.47
3910,3,10,8.2,2.6,3.9
3911,2,6,9.15,2.53,3.96
3912,3,10,7.75,2.5,3.25
3913,2,6,9.055,2.6,3.1
3914,2,6,9.0,2.55,3.4
3915,2,6,8.5,2.5,4.0
3916,3,10,9.76,2.6,3.64
3917,3,10,8.1,2.5,3.9
3918,2,6,8.5,2.55,3.0
3919,3,10,8.42,2.6,3.53
3920,2,6,9.8,2.6,3.9
3921,4,14,11.6,2.6,3.55
3922,3,10,8.2,2.6,4.0
3923,2,6,9.94,2.6,3.9
3924,3,10,10.92,2.6,3.6
3925,2,6,9.3,2.6,2.74
3926,3,10,10.95,2.6,3.7
3927,2,6,9.2,2.6,3.25
3928,3,10,8.1,2.6,3.85
3929,2,,8.95,2.6,3.85
3930,3,10,9.75,2.6,3.52
3931,3,10,11.5,2.6,4.3
3932,2,6,9.21,2.6,4.01
3933,2,6,10.13,2.6,3.8
3934,2,6,8.55,2.58,3.1
3935,3,10,11.3,2.6,3.55
3936,2,6,9.3,2.6,4.3
3937,4,12,10.24,2.55,4.0
3938,3,10,9.46,2.5,2.98
3939,3,10,9.46,2.6,3.33
3940,2,6,8.67,2.438,2.88
3941,3,10,11.5,2.6,3.0
3942,2,,9.05,2.5,3.31
3943,2,6,10.7,2.6,3.95
3944,3,10,9.25,2.562,3.47
3945,3,10,7.64,2.5,3.3
3946,3,10,13.1,2.6,3.95
3947,3,10,10.75,2.56,4.09
3948,3,10,9.9,2.6,3.82
3949,2,6,9.8,2.6,3.92
3950,3,10,10.2,2.6,3.68
3951,2,6,9.0,2.55,3.08
3952,2,6,9.3,2.6,3.45
3953,2,,8.73,2.6,3.8
3954,3,10,10.95,2.6,3.8
3955,2,6,9.09,2.6,3.68
3956,4,14,11.15,2.6,4.05
3957,2,6,8.84,2.6,3.4
3958,3,10,9.95,2.6,3.62
3959,2,6,9.75,2.6,3.9
3960,4,12,11.8,2.6,4.05
3961,4,12,11.3,2.6,3.7
3962,2,6,8.75,2.68,3.9
3963,3,10,10.25,2.6,4.0
3964,4,12,11.4,2.6,3.7
3965,2,6,9.6,2.6,3.45
3966,2,6,9.0,2.55,2.6
3967,3,10,9.83,2.6,3.78
3968,2,,9.2,2.6,4.0
3969,3,10,11.01,2.6,3.8
3970,2,6,6.6,2.46,2.53
3971,3,10,10.75,2.6,3.75
3972,2,6,8.85,2.6,3.66
3973,3,10,11.8,2.6,3.4
3974,2,6,8.435,2.6,2.8
3975,2,6,9.0,2.54,3.7
3976,3,10,7.83,2.6,2.96
3977,3,10,11.23,2.6,4.1
3978,3,10,7.61,2.6,3.5
3979,3,10,7.5,2.6,3.32
3980,2,6,8.73,2.6,3.159
3981,3,10,10.69,2.6,4.1
3982,2,6,11.73,2.6,3.08
3983,3,10,11.8,2.6,4.3
3984,3,10,12.2,2.6,3.7
3985,3,10,9.01,2.57,3.32
3986,2,,5.9,2.4,3.0
3987,2,,8.3,2.5,2.98
3988,3,10,7.925,2.6,3.41
3989,2,6,9.45,2.6,3.65
3990,4,12,13.1,2.6,4.0
3991,3,,10.0,2.6,4.1
3992,2,6,9.6,2.6,3.4
3993,3,10,7.87,2.6,3.34
3994,2,6,9.08,2.54,2.8
3995,3,10,10.5,2.49,4.1
3996,3,10,7.85,2.6,3.62
3997,2,6,8.73,2.6,2.96
3998,3,10,11.34,2.6,4.0
3999,3,10,10.45,2.6,3.65
4000,2,,8.67,2.4,3.2
4001,2,6,9.65,2.55,3.45
4002,3,10,10.15,2.55,3.5
4003,3,10,7.62,2.5,3.555
4004,2,6,7.7,2.5,3.0
4005,2,6,9.26,2.36,2.68
4006,3,10,9.4,2.6,3.75
4007,2,6,9.16,2.48,3.26
4008,2,6,9.72,2.5,3.74
4009,3,10,11.35,2.35,3.25
4010,2,6,9.3,2.6,3.3
4011,2,6,6.22,2.45,2.8
4012,2,6,8.73,2.406,3.14
4013,3,10,9.5,2.6,3.63
4014,2,6,10.44,2.486,3.635
4015,3,10,12.25,2.6,4.1
4016,2,6,6.94,2.58,3.0
4017,3,10,7.695,2.6,2.965
4018,2,6,9.77,2.6,3.825
4019,2,6,9.36,2.61,3.76
4020,2,6,8.85,2.6,2.75
4021,3,10,7.675,2.6,3.31
4022,2,6,6.27,2.25,2.7
4023,2,6,9.4,2.54,3.7
4024,2,6,9.25,2.6,3.6
4025,2,6,9.95,2.6,4.1
4026,3,,7.75,2.6,3.6
4027,4,12,11.4,2.6,3.64
4028,3,10,10.98,2.6,3.82
4029,3,10,11.65,2.6,3.4
4030,2,6,7.0,2.1,1.68
4031,3,10,7.675,2.6,3.405
4032,3,10,11.6,2.6,3.84
4033,2,6,10.3,2.6,4.01
4034,3,10,10.45,2.5,3.2
4035,3,10,9.15,2.6,3.45
4036,3,10,8.3,2.6,3.94
4037,2,6,8.78,2.48,3.17
4038,4,12,9.25,2.4,3.9
4039,2,6,9.7,2.6,3.5
4040,3,10,10.87,2.55,4.1
4041,2,6,11.89,2.6,4.1
4042,2,6,10.25,2.6,4.0
4043,2,6,9.15,2.41,3.4
4044,3,10,12.0,2.6,3.14
4045,3,10,10.76,2.6,3.8
4046,3,10,9.0,2.6,3.02
4047,3,10,11.2,2.6,4.14
4048,3,10,12.16,2.6,4.1
4049,2,6,10.5,2.6,3.94
4050,3,10,7.95,2.6,3.52
4051,3,10,7.7,2.5,3.34
4052,3,10,7.2,2.5,3.3
4053,3,10,10.6,2.6,3.5
4054,2,6,9.75,2.6,3.7
4055,3,10,7.3,2.6,3.1
4056,2,6,9.6,2.4,3.9
4057,2,6,10.2,2.6,3.95
4058,2,6,9.1,2.56,3.8
4059,3,10,11.52,2.6,4.08
4060,2,6,9.1,2.6,3.5
4061,3,10,8.3,2.48,3.2
4062,3,10,7.9,2.6,4.1
4063,2,6,9.645,2.6,3.915
4064,2,6,8.85,2.6,3.5
4065,3,10,12.45,2.6,4.1
4066,2,6,9.05,2.5,3.18
4067,3,10,11.045,2.6,4.065
4068,2,6,10.94,2.6,3.95
4069,3,10,10.9,2.6,3.6
4070,2,,8.5,2.55,3.36
4071,3,10,13.2,2.6,3.85
4072,3,10,9.06,2.494,2.942
4073,2,6,6.8,2.3,3.15
4074,3,,11.5,2.6,4.0
4075,2,6,10.4,2.6,4.0
4076,3,10,10.88,2.6,3.9
4077,2,6,9.2,2.6,2.76
4078,3,10,12.15,2.6,4.1
4079,3,10,7.6,2.6,3.2
4080,3,10,7.4,2.6,3.2
4081,3,10,9.9,2.5,4.1
4082,3,10,7.68,2.6,2.7
4083,2,,9.12,2.57,2.96
4084,4,12,10.8,2.6,3.75
4085,3,10,10.2,2.6,3.5
4086,2,6,9.1,2.608,3.75
4087,3,,9.79,2.6,3.45
4088,2,6,10.1,2.5,3.2
4089,2,6,9.5,2.6,3.4
4090,3,10,8.25,2.6,3.8
4091,3,10,11.2,2.6,3.3
4092,3,10,7.55,2.5,3.28
4093,3,10,12.2,2.6,3.61
4094,4,12,12.4,2.6,3.87
4095,4,12,10.5,2.6,3.2
4096,3,10,10.15,2.6,3.9
4097,3,10,8.0,3.75,2.6
4098,2,6,9.7,2.6,3.93
4099,2,6,9.5,2.6,3.92
4100,2,6,9.807,2.6,3.54
4101,3,10,7.8,2.6,3.362
4102,2,,9.5,2.6,3.48
4103,2,6,10.5,2.6,3.8
4104,2,6,9.9,2.6,3.95
4105,2,6,9.7,2.55,4.0
4106,2,6,9.0,2.5,3.4
4107,2,6,10.1,2.24,2.4
4108,4,12,11.42,2.6,4.1
4109,2,6,8.76,2.6,2.95
4110,2,6,11.5,2.6,4.0
4111,2,6,9.26,2.6,3.2
4112,4,12,11.84,2.6,3.75
4113,2,6,10.5,2.6,3.95
4114,3,10,10.55,2.6,3.6
4115,3,10,9.96,2.43,2.68
4116,4,14,14.7,2.6,4.1
4117,4,12,10.75,2.6,3.5
4118,2,4,4.363,1.767,1.804
4119,2,6,9.35,2.6,3.3
4120,2,6,6.2,2.486,2.747
4121,3,10,9.4,2.6,3.35
4122,3,10,7.58,2.6,3.53
4123,3,10,11.0,2.6,3.67
4124,3,,10.8,2.6,3.35
4125,3,10,8.75,2.6,2.94
4126,2,6,9.0,2.55,3.25
4127,2,6,10.35,2.6,3.8
4128,2,6,9.3,2.6,3.34
4129,2,6,9.74,2.6,3.9
4130,2,6,9.25,2.6,3.61
4131,3,,10.37,2.6,3.55
4132,3,10,10.8,2.6,3.35
4133,2,6,9.23,2.55,4.0
4134,2,6,5.95,2.2,2.4
4135,4,12,11.2,2.6,3.7
4136,2,6,9.4,2.55,3.5
4137,2,6,8.66,2.36,2.68
4138,3,10,12.2,2.6,4.4
4139,3,10,8.24,2.6,3.54
4140,4,12,10.9,2.6,3.65
4141,3,10,10.4,2.5,3.6
4142,2,6,9.3,2.6,3.5
4143,2,6,9.7,2.6,3.3
4144,2,6,9.2,2.6,3.55
4145,4,12,12.3,2.6,3.6
4146,2,6,9.6,3.45,2.6
4147,2,6,9.75,2.6,4.1
4148,3,10,9.85,2.6,3.5
4149,3,10,10.5,2.6,3.3
4150,2,6,10.2,2.6,3.8
4151,2,6,9.58,2.6,3.9
4152,3,10,10.82,2.6,3.75
4153,3,10,9.75,2.5,3.9
4154,2,6,6.3,2.45,2.95
4155,3,10,7.7,2.5,3.5
4156,3,10,11.52,2.6,4.0
4157,3,10,9.46,2.6,3.8
4158,3,10,9.46,2.57,3.6
4159,3,10,8.3,2.6,3.2
4160,3,10,8.0,2.57,3.8
4161,3,10,7.45,2.5,3.75
4162,3,10,7.88,2.55,3.31
4163,3,10,7.53,2.55,3.35
4164,3,,9.32,2.6,3.85
4165,2,6,8.7,2.55,3.2
4166,2,6,8.2,2.6,3.68
4167,3,10,8.74,2.52,3.28
4168,2,6,8.8,2.6,3.95
4169,3,10,7.83,2.6,3.47
4170,2,6,10.0,2.6,3.4
4171,2,6,9.35,2.6,3.7
4172,2,6,7.18,2.35,3.19
4173,2,6,9.95,2.6,3.8
4174,2,6,7.95,2.5,3.2
4175,2,6,9.7,2.6,3.1
4176,3,10,7.73,2.6,2.93
4177,3,10,7.1,2.6,3.3
4178,2,6,5.99,2.44,2.68
4179,3,10,8.49,2.6,3.88
4180,3,10,7.9,2.6,3.35
4181,3,10,11.1,2.6,3.95
4182,3,,9.55,2.6,3.8
4183,3,10,8.09,2.49,3.52
4184,3,,8.95,2.5,4.0
4185,3,10,7.89,2.6,3.45
4186,3,10,7.12,2.487,3.616
4187,3,10,7.83,2.6,2.75
4188,3,10,10.9,2.44,3.85
4189,2,6,9.0,2.5,3.3
4190,2,6,8.7,2.54,3.6
4191,4,12,11.85,2.6,3.8
4192,3,10,7.8,2.56,3.55
4193,3,10,10.65,2.6,3.65
4194,3,10,10.85,2.6,3.4
4195,3,,9.75,2.6,3.74
4196,2,6,9.7,2.6,3.85
4197,2,6,9.8,2.5,4.0
4198,2,6,8.92,2.6,3.25
4199,3,10,10.6,2.6,3.65
4200,3,10,7.925,2.6,3.465
4201,3,10,10.7,2.6,3.75
4202,3,10,11.8,2.6,3.85
4203,2,6,6.2,2.438,2.684
4204,2,6,9.1,2.6,3.36
4205,2,6,8.55,2.05,3.58
4206,2,6,9.5,2.6,3.45
4207,2,6,9.63,2.6,4.1
4208,2,,8.86,2.5,3.0
4209,2,6,9.655,2.6,3.99
4210,2,6,9.55,2.6,3.45
4211,2,6,8.79,2.6,3.5
4212,2,6,8.125,2.486,3.27
4213,3,10,9.18,2.486,2.767
4214,2,6,5.9,2.6,2.747
4215,2,6,9.3,2.6,3.35
4216,3,10,7.84,2.5,3.31
4217,2,6,9.35,2.6,3.45
4218,2,6,10.8,2.6,3.8
4219,2,6,8.71,2.5,3.4
4220,2,6,8.7,2.5,3.75
4221,2,6,9.61,2.6,4.1
4222,3,10,11.0,2.6,3.9
4223,3,10,9.8,2.6,3.3
4224,3,10,8.95,2.6,4.0
4225,2,6,8.765,2.486,3.6
4226,3,10,9.71,2.6,3.38
4227,2,6,11.8,2.606,4.1
4228,3,10,7.74,2.6,3.4
4229,3,10,8.1,2.6,3.6
4230,3,10,8.1,2.6,3.4
4231,3,10,7.5,2.5,3.38
4232,3,10,11.4,2.6,3.65
4233,2,6,11.2,2.6,4.1
4234,3,10,7.67,2.6,3.42
4235,3,10,11.5,2.486,4.1
4236,2,6,9.8,2.55,3.8
4237,3,10,10.0,2.41,3.4
4238,2,6,10.03,2.6,3.98
4239,2,6,9.9,2.55,3.9
4240,3,10,9.78,2.5,3.65
4241,3,10,9.95,2.6,3.3
4242,3,10,9.8,2.45,3.0
4243,2,6,8.234,2.57,3.586
4244,3,10,7.77,2.6,3.34
4245,2,6,10.1,2.6,3.8
4246,3,10,12.27,2.6,4.1
4247,2,6,9.9,2.6,3.28
4248,4,12,10.1,2.6,3.74
4249,3,10,8.3,2.6,3.1
4250,2,6,10.0,2.6,3.9
4251,2,6,10.09,2.6,4.1
4252,2,6,9.3,2.55,3.4
4253,4,12,10.8,2.6,3.2
4254,3,10,9.4,2.6,3.7
4255,3,10,7.83,2.6,2.7
4256,2,6,10.05,2.6,3.7
4257,2,6,9.89,2.6,3.93
4258,4,14,11.8,2.6,3.9
4259,3,10,7.7,2.6,3.25
4260,3,10,9.452,2.494,3.63
4261,4,12,12.4,2.6,3.7
4262,3,10,9.3,2.6,3.45
4263,2,6,8.9,2.6,3.7
4264,2,6,9.9,2.5,2.75
4265,3,10,10.15,2.6,3.92
4266,3,10,10.95,2.6,4.2
4267,2,6,9.5,2.6,3.1
4268,2,6,7.7,2.6,2.85
4269,2,6,9.5,2.5,2.8
4270,2,6,9.3,2.6,2.85
4271,2,6,9.5,2.6,3.48
4272,2,6,9.05,2.6,2.55
4273,2,6,9.55,2.6,3.85
4274,2,6,11.75,2.6,4.1
4275,2,6,9.65,2.6,3.3
4276,2,6,6.2,2.486,3.2
4277,2,6,10.0,2.6,3.72
4278,3,10,8.0,2.6,3.3
4279,4,12,10.9,2.6,4.1
4280,2,6,9.27,2.45,2.7
4281,3,10,7.35,2.6,3.75
4282,3,10,7.75,2.6,2.8
4283,2,6,8.73,2.41,3.4
4284,2,6,6.0,2.44,2.68
4285,2,6,9.8,2.6,3.55
4286,3,10,10.81,2.6,4.02
4287,3,10,8.315,2.58,3.935
4288,2,6,8.89,2.6,3.96
4289,3,10,10.0,2.6,3.44
4290,2,6,9.965,2.6,3.4
4291,3,10,7.85,2.6,2.7
4292,2,,8.4,2.5,2.74
4293,2,6,10.1,2.6,3.5
4294,3,10,9.3,2.6,2.747
4295,2,6,8.8,2.5,2.9
4296,2,6,8.73,2.41,3.55
4297,2,6,8.8,2.486,3.32
4298,2,6,9.7,2.6,3.55
4299,3,,8.24,2.55,3.54
4300,3,10,7.9,2.6,3.45
4301,2,6,9.35,2.5,3.5
4302,2,6,9.7,2.55,3.5
4303,2,6,6.95,2.5,3.1
4304,3,10,9.26,2.6,3.5
4305,2,6,9.1,2.48,3.9
4306,2,6,9.4,2.5,3.7
4307,2,6,8.7,2.6,3.5
4308,2,6,8.73,2.41,3.05
4309,3,10,12.69,2.6,4.1
4310,2,6,9.3,2.6,3.63
4311,3,10,8.2,2.5,4.3
4312,2,6,9.0,2.55,3.8
4313,2,6,10.6,2.6,3.8
4314,3,10,7.9,2.6,3.47
4315,3,10,8.765,2.6,2.747
4316,3,10,10.86,2.6,4.1
4317,2,6,9.35,2.5,2.95
4318,2,6,9.7,2.6,3.57
4319,3,10,9.11,2.6,3.58
4320,3,10,9.5,2.49,3.2
4321,3,10,7.81,2.6,3.45
4322,2,,10.641,2.486,3.64
4323,2,6,9.05,2.6,3.4
4324,2,,9.0,2.6,2.8
4325,3,10,10.6,2.65,4.1
4326,3,10,10.9,2.6,3.65
4327,3,10,12.85,2.6,4.08
4328,2,6,9.5,2.55,3.6
4329,2,6,8.7,2.6,3.55
4330,3,10,9.3,2.6,3.33
4331,2,6,7.6,2.6,3.15
4332,2,6,7.755,2.582,3.951
4333,2,6,7.96,2.6,3.745
4334,3,10,10.64,2.5,3.5
4335,3,10,7.675,2.5,3.485
4336,2,6,8.8,2.5,3.4
4337,2,6,8.8,2.45,3.9
4338,2,6,9.8,2.6,3.35
4339,3,10,11.4,2.6,3.77
4340,3,10,9.4,2.5,3.13
4341,2,6,9.4,2.6,3.0
4342,4,12,12.467,2.6,3.65
4343,3,10,9.15,2.6,3.4
4344,3,10,13.2,2.6,4.2
4345,2,6,10.56,2.6,3.76
4346,3,10,9.5,2.6,4.05
4347,2,6,9.0,2.6,4.0
4348,2,6,8.3,2.6,3.6
4349,2,6,8.1,2.6,3.35
4350,2,6,9.27,2.54,3.02
4351,2,6,9.7,2.6,3.45
4352,2,6,9.15,2.6,3.25
4353,2,6,9.8,2.6,3.65
4354,3,,9.27,2.438,2.7
4355,2,6,8.78,2.6,3.5
4356,2,6,10.0,2.6,3.65
4357,3,10,8.15,2.6,3.1
4358,2,6,8.7,2.46,3.05
4359,2,6,9.76,2.6,3.57
4360,3,10,11.093,2.6,3.681
4361,3,10,10.2,2.58,3.7
4362,2,,8.1,2.6,3.35
4363,2,,9.3,2.6,3.83
4364,2,6,6.92,2.6,3.06
4365,2,6,9.1,2.55,2.7
4366,3,10,9.1,2.6,3.52
4367,3,10,7.85,2.6,3.49
4368,3,10,8.05,2.5,3.68
4369,3,10,8.27,2.6,3.4
4370,2,6,8.35,2.6,3.49
4371,2,6,8.4,2.6,3.5
4372,2,6,8.06,2.52,2.95
4373,3,10,7.75,2.6,4.13
4374,3,10,8.5,2.5,3.38
4375,3,,7.68,2.48,3.31
4376,3,,8.0,2.56,3.48
4377,3,10,7.79,2.6,3.44
4378,3,10,7.45,2.6,3.85
4379,3,10,6.9,2.4,3.26
4380,3,10,7.4,2.48,3.31
4381,3,10,7.85,2.6,3.47
4382,3,10,10.1,2.6,3.75
4383,2,,8.2,2.5,3.6
4384,3,10,7.7,2.6,3.65
4385,2,6,8.2,2.5,3.6
4386,2,6,6.91,2.45,2.9
4387,2,,8.0,2.6,3.57
4388,2,6,9.82,2.51,3.4
4389,2,,8.35,2.6,3.55
4390,2,6,8.4,2.51,3.4
4391,2,6,7.94,2.52,3.53
4392,2,6,8.2,2.6,3.65
4393,2,6,7.02,2.6,3.6
4394,2,,8.8,2.56,3.55
4395,2,6,8.85,2.6,3.6
4396,2,6,8.096,2.6,3.6
4397,3,10,8.2,2.6,3.2
4398,3,10,8.2,2.6,3.35
4399,3,10,8.8,2.6,4.1
4400,3,10,7.926,2.6,3.41
4401,3,10,8.2,2.6,3.4
4402,3,10,7.724,2.6,3.499
4403,3,10,7.75,2.6,3.5
4404,3,10,7.41,2.49,3.32
4405,3,10,7.5,2.5,3.3
4406,3,10,8.5,2.5,4.0
4407,2,6,8.0,2.6,3.7
4408,3,10,8.45,2.6,3.6
4409,2,6,6.87,2.5,3.385
4410,3,10,7.5,2.6,3.5
4411,2,6,7.5,2.6,3.2
4412,2,6,7.96,2.6,3.0
4413,2,6,7.125,2.45,3.07
4414,2,6,7.43,2.6,3.13
4415,2,6,7.6,2.6,3.4
4416,2,6,6.915,2.485,2.866
4417,3,10,7.4,2.5,3.38
4418,2,6,6.98,2.44,3.38
4419,2,6,7.65,2.55,3.1
4420,2,6,7.6,2.6,4.1
4421,3,,9.58,2.51,3.55
4422,3,10,9.58,2.51,3.55
4423,3,10,8.1,2.56,3.35
4424,3,,7.68,2.6,3.0
4425,4,12,10.7,2.6,3.55
4426,3,10,10.25,2.6,3.9
4427,3,10,9.28,2.6,3.55
4428,2,6,7.9,2.4,4.05
4429,3,10,7.9,2.6,4.05
4430,3,10,7.75,2.6,3.55
4431,3,10,7.45,2.6,2.9
4432,2,6,10.54,2.6,4.1
4433,3,10,11.82,2.6,4.05
4434,4,12,11.2,2.6,3.52
4435,3,10,10.62,2.6,3.85
4436,3,,9.71,2.48,2.74
4437,4,12,11.0,2.6,3.2
4438,3,10,8.45,2.6,4.1
4439,3,10,10.2,2.6,3.0
4440,3,10,10.44,2.6,4.1
4441,3,10,7.625,2.5,3.27
4442,3,10,9.95,3.08,4.08
4443,3,10,10.25,2.6,3.75
4444,3,10,9.74,2.6,3.6
4445,3,10,8.8,2.5,3.3
4446,3,,9.71,2.48,3.2
4447,3,10,9.06,2.5,3.07
4448,3,,8.45,2.48,2.99
4449,3,10,9.83,2.6,4.1
4450,3,10,13.3,2.6,4.1
4451,3,10,8.0,2.55,4.1
4452,3,10,11.6,2.6,4.2
4453,3,10,10.84,2.6,3.28
4454,3,10,7.79,2.6,3.31
4455,3,10,7.62,2.5,3.23
4456,3,10,9.72,2.49,3.25
4457,3,10,10.0,2.6,4.0
4458,2,10,11.0,2.3,3.2
4459,3,10,9.63,2.6,3.2
4460,3,10,8.95,2.46,3.5
4461,3,10,10.85,2.6,3.45
4462,3,10,7.65,2.6,3.1
4463,3,10,7.795,2.6,3.445
4464,4,14,11.8,2.6,3.8
4465,2,6,8.2,2.6,3.0
4466,3,10,10.5,2.65,3.87
4467,3,10,8.48,2.6,4.07
4468,4,,8.6,2.6,4.0
4469,3,10,10.55,2.6,3.7
4470,3,10,8.1,2.6,3.5
4471,3,10,9.6,2.52,3.05
4472,3,10,9.72,2.5,2.75
4473,3,10,7.8,2.6,3.8
4474,4,12,11.25,2.6,3.45
4475,3,10,10.3,2.6,3.5
4476,3,10,10.6,2.6,3.8
4477,3,10,10.21,2.51,3.58
4478,3,10,7.68,2.6,3.15
4479,3,10,10.22,2.6,3.45
4480,3,10,10.0,2.7,3.5
4481,4,12,12.52,2.6,3.7
4482,2,6,8.65,2.6,9.9
4483,3,10,8.77,2.5,3.31
4484,3,10,14.7,2.6,4.3
4485,3,10,7.4,2.6,3.32
4486,3,10,7.83,2.6,3.46
4487,3,10,11.45,2.6,4.0
4488,3,10,11.3,2.6,4.01
4489,3,,10.72,2.49,2.95
4490,2,6,6.5,2.5,2.5
4491,2,6,10.15,2.6,3.92
4492,3,10,10.65,2.55,3.45
4493,4,12,8.73,2.6,3.45
4494,4,12,10.25,2.6,2.85
4495,3,,9.7,2.5,3.2
4496,4,12,11.9,2.6,3.86
4497,2,6,8.66,2.43,2.68
4498,2,6,8.93,2.6,4.0
4499,4,12,11.35,2.6,3.6
4500,4,12,8.44,2.6,3.37
4501,3,10,10.9,2.5,3.85
4502,4,12,10.65,2.6,3.67
